loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
135.0,29.0,13.0,29.0,519.0,3125.61,0.03,36.77,85.01,114916.0,1.04,6384.22,126.0,2.0,3.0,1.0,18.0,47.0,327.0,192.0,57.0,false
11.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9.0,0.0,0.0,0.0,10.0,14.0,23.0,18.0,1.0,true
40.0,5.0,3.0,4.0,106.0,534.71,0.07,13.98,38.26,7472.51,0.18,415.14,35.0,0.0,2.0,0.0,13.0,20.0,63.0,43.0,9.0,true
26.0,4.0,1.0,4.0,81.0,418.76,0.08,11.79,35.53,4935.43,0.14,274.19,24.0,0.0,0.0,0.0,15.0,21.0,48.0,33.0,7.0,true
47.0,3.0,1.0,3.0,94.0,478.22,0.09,11.76,40.66,5624.8,0.16,312.49,33.0,7.0,4.0,0.0,13.0,21.0,56.0,38.0,5.0,false
56.0,10.0,9.0,10.0,155.0,824.9,0.06,17.67,46.69,14573.21,0.27,809.62,48.0,4.0,2.0,0.0,16.0,24.0,102.0,53.0,19.0,false
53.0,11.0,6.0,9.0,354.0,2139.72,0.02,44.31,48.29,94805.86,0.71,5266.99,43.0,0.0,8.0,0.0,27.0,39.0,226.0,128.0,21.0,true
17.0,1.0,1.0,1.0,50.0,219.62,0.2,5.0,43.92,1098.08,0.07,61.0,9.0,0.0,1.0,0.0,7.0,14.0,30.0,20.0,1.0,true
63.0,9.0,8.0,9.0,199.0,1086.43,0.05,18.57,58.5,20176.5,0.36,1120.92,50.0,4.0,7.0,0.0,16.0,28.0,134.0,65.0,17.0,false
63.0,12.0,1.0,12.0,151.0,792.44,0.07,14.29,55.45,11325.25,0.26,629.18,57.0,2.0,2.0,0.0,14.0,24.0,102.0,49.0,23.0,false
14.0,1.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,9.0,0.0,1.0,0.0,7.0,6.0,9.0,6.0,1.0,false
7.0,2.0,1.0,2.0,9.0,25.27,0.17,6.0,4.21,151.6,0.01,8.42,5.0,0.0,0.0,0.0,6.0,1.0,7.0,2.0,3.0,false
2.0,1.0,1.0,1.0,3.0,4.75,1.0,1.0,4.75,4.75,0.0,0.26,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,false
153.0,27.0,15.0,18.0,497.0,3294.79,0.02,48.32,68.18,159215.89,1.1,8845.33,137.0,2.0,11.0,0.0,31.0,68.0,285.0,212.0,53.0,true
20.0,3.0,1.0,3.0,33.0,147.16,0.11,8.75,16.82,1287.66,0.05,71.54,13.0,1.0,2.0,2.0,14.0,8.0,23.0,10.0,5.0,false
7.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,4.0,0.0,1.0,0.0,5.0,2.0,6.0,3.0,1.0,true
184.0,16.0,12.0,13.0,437.0,2922.0,0.03,33.6,86.96,98179.22,0.97,5454.4,137.0,27.0,18.0,0.0,28.0,75.0,257.0,180.0,31.0,true
19.0,2.0,1.0,2.0,37.0,162.52,0.1,9.75,16.67,1584.53,0.05,88.03,17.0,0.0,0.0,0.0,13.0,8.0,25.0,12.0,5.0,true
23.0,1.0,1.0,1.0,46.0,218.72,0.32,3.14,69.59,687.42,0.07,38.19,15.0,0.0,2.0,0.0,6.0,21.0,24.0,22.0,1.0,true
5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3.0,0.0,0.0,0.0,9.0,7.0,10.0,7.0,3.0,false
17.0,4.0,3.0,3.0,34.0,136.0,0.13,7.71,17.63,1049.14,0.05,58.29,14.0,0.0,1.0,0.0,9.0,7.0,22.0,12.0,7.0,true
81.0,4.0,1.0,4.0,162.0,899.84,0.06,15.47,58.17,13919.45,0.3,773.3,46.0,16.0,17.0,0.0,15.0,32.0,96.0,66.0,7.0,true
134.0,15.0,8.0,14.0,303.0,1804.12,0.03,30.22,59.7,54519.67,0.6,3028.87,90.0,11.0,28.0,3.0,21.0,41.0,185.0,118.0,29.0,true
6.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,4.0,0.0,0.0,0.0,6.0,5.0,8.0,5.0,1.0,false
5.0,1.0,1.0,1.0,9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2.0,0.0,0.0,1.0,6.0,2.0,7.0,2.0,1.0,false
10.0,1.0,1.0,1.0,15.0,55.51,0.4,2.5,22.2,138.77,0.02,7.71,7.0,1.0,0.0,0.0,5.0,8.0,7.0,8.0,1.0,true
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
19.0,3.0,1.0,1.0,31.0,126.71,0.14,7.14,17.74,905.08,0.04,50.28,15.0,0.0,2.0,0.0,10.0,7.0,21.0,10.0,4.0,true
12.0,3.0,1.0,3.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,9.0,0.0,1.0,0.0,5.0,5.0,10.0,5.0,5.0,true
13.0,2.0,1.0,2.0,29.0,107.31,0.11,9.0,11.92,965.81,0.04,53.66,10.0,0.0,1.0,0.0,9.0,4.0,21.0,8.0,3.0,false
22.0,5.0,3.0,4.0,123.0,679.4,0.04,25.0,27.18,16984.95,0.23,943.61,15.0,0.0,5.0,0.0,25.0,21.0,81.0,42.0,9.0,true
16.0,3.0,1.0,3.0,58.0,275.78,0.14,7.0,39.4,1930.48,0.09,107.25,12.0,0.0,2.0,0.0,9.0,18.0,30.0,28.0,5.0,true
9.0,1.0,1.0,1.0,14.0,46.51,0.27,3.75,12.4,174.4,0.02,9.69,5.0,0.0,0.0,1.0,6.0,4.0,9.0,5.0,1.0,false
72.0,11.0,7.0,9.0,154.0,850.63,0.04,26.13,32.56,22222.67,0.28,1234.59,60.0,2.0,5.0,1.0,22.0,24.0,97.0,57.0,21.0,true
54.0,18.0,11.0,18.0,150.0,781.42,0.07,13.44,58.14,10502.26,0.26,583.46,49.0,1.0,2.0,0.0,12.0,25.0,94.0,56.0,35.0,false
18.0,2.0,1.0,2.0,35.0,136.74,0.15,6.86,19.94,937.65,0.05,52.09,14.0,0.0,2.0,0.0,8.0,7.0,23.0,12.0,3.0,false
51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44.0,3.0,2.0,0.0,17.0,19.0,93.0,45.0,25.0,true
26.0,5.0,4.0,5.0,71.0,333.73,0.06,16.36,20.39,5461.06,0.11,303.39,22.0,0.0,2.0,0.0,15.0,11.0,47.0,24.0,9.0,false
18.0,1.0,1.0,1.0,40.0,166.8,0.18,5.41,30.84,902.22,0.06,50.12,9.0,0.0,4.0,0.0,7.0,11.0,23.0,17.0,1.0,false
3.0,1.0,1.0,1.0,7.0,18.09,1.0,1.0,18.09,18.09,0.01,1.01,2.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,false
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,false
8.0,1.0,1.0,1.0,22.0,81.41,0.21,4.67,17.44,379.91,0.03,21.11,5.0,0.0,0.0,0.0,7.0,6.0,14.0,8.0,1.0,false
93.0,25.0,5.0,11.0,532.0,3282.4,0.02,53.75,61.07,176429.01,1.09,9801.61,68.0,0.0,23.0,0.0,24.0,48.0,317.0,215.0,49.0,false
40.0,3.0,3.0,3.0,60.0,282.03,0.07,13.42,21.02,3783.85,0.09,210.21,19.0,13.0,3.0,2.0,14.0,12.0,37.0,23.0,5.0,false
9.0,2.0,1.0,2.0,12.0,36.0,0.17,6.0,6.0,216.0,0.01,12.0,6.0,0.0,1.0,0.0,6.0,2.0,8.0,4.0,3.0,false
18.0,2.0,1.0,1.0,39.0,156.0,0.1,9.64,16.18,1504.29,0.05,83.57,14.0,0.0,2.0,0.0,9.0,7.0,24.0,15.0,3.0,true
15.0,8.0,4.0,3.0,76.0,383.37,0.06,17.0,22.55,6517.36,0.13,362.08,12.0,0.0,1.0,0.0,17.0,16.0,44.0,32.0,15.0,true
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,true
120.0,12.0,5.0,11.0,315.0,1804.29,0.04,23.29,77.47,42021.08,0.6,2334.5,104.0,9.0,5.0,0.0,15.0,38.0,197.0,118.0,23.0,false
69.0,10.0,1.0,10.0,199.0,1059.06,0.04,25.0,42.36,26476.59,0.35,1470.92,54.0,7.0,6.0,0.0,16.0,24.0,124.0,75.0,19.0,true
64.0,4.0,1.0,4.0,138.0,744.14,0.09,10.82,68.76,8053.51,0.25,447.42,45.0,12.0,5.0,0.0,11.0,31.0,77.0,61.0,7.0,true
2.0,2.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,false
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,false
38.0,6.0,3.0,6.0,167.0,894.71,0.05,20.8,43.01,18609.99,0.3,1033.89,26.0,0.0,10.0,0.0,16.0,25.0,102.0,65.0,11.0,true
41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,true
10.0,2.0,1.0,2.0,19.0,70.31,0.15,6.75,10.42,474.58,0.02,26.37,8.0,0.0,0.0,0.0,9.0,4.0,13.0,6.0,3.0,false
6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,false
8.0,1.0,1.0,1.0,20.0,76.15,0.21,4.67,16.32,355.35,0.03,19.74,6.0,0.0,0.0,0.0,8.0,6.0,13.0,7.0,1.0,true
28.0,4.0,1.0,3.0,63.0,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,18.0,2.0,6.0,0.0,11.0,15.0,39.0,24.0,7.0,false
52.0,5.0,3.0,5.0,88.0,418.43,0.08,12.4,33.74,5188.53,0.14,288.25,33.0,9.0,8.0,0.0,12.0,15.0,57.0,31.0,9.0,false
14.0,1.0,1.0,1.0,23.0,92.0,0.25,4.0,23.0,368.0,0.03,20.44,8.0,0.0,2.0,0.0,8.0,8.0,15.0,8.0,1.0,false
97.0,14.0,1.0,14.0,273.0,1605.96,0.03,30.12,53.32,48369.03,0.54,2687.17,88.0,2.0,5.0,0.0,21.0,38.0,164.0,109.0,27.0,true
43.0,3.0,1.0,3.0,115.0,569.73,0.09,11.27,50.53,6423.73,0.19,356.87,35.0,2.0,4.0,0.0,11.0,20.0,74.0,41.0,5.0,true
13.0,2.0,1.0,2.0,32.0,125.02,0.18,5.69,21.98,711.05,0.04,39.5,9.0,1.0,2.0,0.0,7.0,8.0,19.0,13.0,3.0,false
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,true
15.0,1.0,1.0,1.0,48.0,214.05,0.18,5.43,39.43,1162.0,0.07,64.56,10.0,0.0,0.0,0.0,8.0,14.0,29.0,19.0,1.0,false
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
6.0,1.0,1.0,1.0,14.0,48.43,0.4,2.5,19.37,121.08,0.02,6.73,4.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,1.0,true
75.0,8.0,3.0,8.0,250.0,1356.57,0.03,29.1,46.62,39470.86,0.45,2192.83,63.0,5.0,5.0,0.0,17.0,26.0,161.0,89.0,15.0,true
15.0,2.0,1.0,2.0,35.0,136.74,0.13,7.43,18.41,1015.79,0.05,56.43,9.0,0.0,1.0,1.0,8.0,7.0,22.0,13.0,3.0,true
37.0,4.0,1.0,4.0,75.0,348.29,0.09,10.61,32.84,3694.35,0.12,205.24,27.0,3.0,5.0,0.0,11.0,14.0,48.0,27.0,7.0,true
44.0,3.0,1.0,3.0,127.0,603.87,0.06,16.0,37.74,9661.93,0.2,536.77,38.0,2.0,2.0,0.0,12.0,15.0,87.0,40.0,5.0,true
6.0,1.0,1.0,1.0,3.0,4.75,2.0,0.5,9.51,2.38,0.0,0.13,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,false
78.0,11.0,1.0,11.0,227.0,1318.27,0.05,19.4,67.96,25571.05,0.44,1420.61,60.0,7.0,7.0,0.0,17.0,39.0,138.0,89.0,21.0,true
24.0,4.0,3.0,2.0,43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,18.0,0.0,2.0,0.0,11.0,11.0,27.0,16.0,7.0,false
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
84.0,11.0,1.0,11.0,254.0,1500.35,0.03,28.95,51.83,43431.19,0.5,2412.84,65.0,4.0,13.0,0.0,22.0,38.0,154.0,100.0,21.0,true
2.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,0.0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,1.0,false
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
28.0,5.0,1.0,4.0,93.0,498.25,0.07,14.87,33.51,7408.8,0.17,411.6,24.0,0.0,2.0,0.0,18.0,23.0,55.0,38.0,9.0,false
22.0,3.0,1.0,2.0,61.0,279.68,0.08,12.0,23.31,3356.19,0.09,186.46,15.0,1.0,1.0,0.0,12.0,12.0,37.0,24.0,5.0,true
35.0,5.0,1.0,4.0,89.0,448.95,0.05,20.4,22.01,9158.6,0.15,508.81,29.0,1.0,3.0,0.0,18.0,15.0,55.0,34.0,9.0,true
45.0,6.0,1.0,6.0,89.0,427.85,0.05,20.67,20.7,8842.33,0.14,491.24,37.0,3.0,3.0,0.0,16.0,12.0,58.0,31.0,11.0,false
26.0,3.0,1.0,3.0,68.0,326.9,0.09,11.0,29.72,3595.9,0.11,199.77,21.0,0.0,1.0,0.0,14.0,14.0,46.0,22.0,5.0,true
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
5.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,1.0,false
16.0,2.0,1.0,2.0,35.0,136.74,0.07,13.75,9.94,1880.19,0.05,104.46,11.0,0.0,1.0,2.0,11.0,4.0,25.0,10.0,3.0,true
9.0,1.0,1.0,1.0,13.0,46.6,0.29,3.5,13.32,163.12,0.02,9.06,5.0,0.0,0.0,0.0,7.0,5.0,8.0,5.0,1.0,true
39.0,4.0,1.0,4.0,88.0,423.05,0.07,13.43,31.49,5682.93,0.14,315.72,34.0,1.0,2.0,0.0,13.0,15.0,57.0,31.0,7.0,true
27.0,3.0,1.0,3.0,77.0,394.95,0.14,7.1,55.59,2805.82,0.13,155.88,22.0,0.0,3.0,0.0,11.0,24.0,46.0,31.0,5.0,true
5.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,false
60.0,17.0,5.0,7.0,319.0,1891.91,0.03,38.92,48.61,73638.77,0.63,4091.04,38.0,0.0,19.0,0.0,22.0,39.0,181.0,138.0,33.0,false
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,true
25.0,3.0,1.0,3.0,45.0,191.16,0.13,7.65,24.99,1462.35,0.06,81.24,18.0,1.0,3.0,1.0,9.0,10.0,28.0,17.0,5.0,true
56.0,5.0,1.0,4.0,178.0,988.72,0.08,13.19,74.95,13042.34,0.33,724.57,48.0,1.0,5.0,0.0,13.0,34.0,109.0,69.0,9.0,true
148.0,19.0,12.0,14.0,396.0,2551.41,0.03,37.49,68.05,95656.09,0.85,5314.23,116.0,11.0,19.0,0.0,28.0,59.0,238.0,158.0,37.0,false
50.0,8.0,3.0,4.0,240.0,1480.78,0.03,34.78,42.58,51502.32,0.49,2861.24,40.0,0.0,8.0,0.0,31.0,41.0,148.0,92.0,15.0,true
36.0,1.0,1.0,1.0,69.0,293.11,0.09,10.8,27.14,3165.56,0.1,175.86,18.0,11.0,4.0,0.0,9.0,10.0,45.0,24.0,1.0,true
36.0,9.0,9.0,9.0,102.0,485.0,0.06,16.88,28.74,8184.35,0.16,454.69,32.0,1.0,1.0,0.0,15.0,12.0,75.0,27.0,17.0,false
22.0,2.0,1.0,2.0,35.0,148.68,0.16,6.3,23.6,936.67,0.05,52.04,15.0,0.0,3.0,0.0,9.0,10.0,21.0,14.0,3.0,false
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
132.0,13.0,10.0,13.0,278.0,1757.5,0.05,22.19,79.19,39004.08,0.59,2166.89,88.0,24.0,18.0,0.0,23.0,57.0,168.0,110.0,25.0,true
6.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3.0,1.0,0.0,0.0,6.0,4.0,8.0,4.0,1.0,true
23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13.0,0.0,0.0,0.0,8.0,20.0,41.0,28.0,1.0,true
7.0,3.0,1.0,3.0,22.0,78.87,0.18,5.6,14.08,441.67,0.03,24.54,4.0,0.0,1.0,0.0,7.0,5.0,14.0,8.0,5.0,false
40.0,4.0,1.0,4.0,61.0,279.68,0.12,8.21,34.05,2297.39,0.09,127.63,23.0,11.0,4.0,0.0,10.0,14.0,38.0,23.0,7.0,false
18.0,2.0,1.0,2.0,31.0,126.71,0.16,6.43,19.71,814.57,0.04,45.25,14.0,0.0,2.0,0.0,10.0,7.0,22.0,9.0,3.0,false
10.0,1.0,1.0,1.0,26.0,104.0,0.23,4.28,24.31,444.89,0.03,24.72,5.0,0.0,3.0,0.0,7.0,9.0,15.0,11.0,1.0,true
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,false
10.0,1.0,1.0,1.0,16.0,55.35,0.28,3.6,15.38,199.26,0.02,11.07,6.0,0.0,0.0,1.0,6.0,5.0,10.0,6.0,1.0,false
83.0,11.0,1.0,11.0,171.0,927.89,0.04,23.04,40.27,21378.61,0.31,1187.7,65.0,10.0,6.0,0.0,18.0,25.0,107.0,64.0,21.0,true
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,false
74.0,9.0,7.0,6.0,177.0,1036.85,0.05,18.76,55.28,19447.82,0.35,1080.43,58.0,5.0,6.0,0.0,19.0,39.0,100.0,77.0,17.0,false
25.0,1.0,1.0,1.0,65.0,309.07,0.15,6.5,47.55,2008.94,0.1,111.61,13.0,1.0,2.0,0.0,9.0,18.0,39.0,26.0,1.0,true
20.0,2.0,1.0,2.0,49.0,221.65,0.14,7.31,30.33,1619.78,0.07,89.99,13.0,1.0,1.0,0.0,10.0,13.0,30.0,19.0,3.0,true
11.0,1.0,1.0,1.0,22.0,76.11,0.3,3.33,22.83,253.69,0.03,14.09,6.0,1.0,2.0,0.0,5.0,6.0,14.0,8.0,1.0,true
8.0,1.0,1.0,1.0,27.0,102.8,0.24,4.13,24.92,424.04,0.03,23.56,5.0,0.0,0.0,0.0,6.0,8.0,16.0,11.0,1.0,false
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
17.0,3.0,1.0,2.0,49.0,204.33,0.14,7.2,28.38,1471.15,0.07,81.73,12.0,1.0,2.0,0.0,8.0,10.0,31.0,18.0,5.0,false
13.0,5.0,5.0,1.0,36.0,150.12,0.05,18.2,8.25,2732.13,0.05,151.79,10.0,0.0,1.0,0.0,13.0,5.0,22.0,14.0,9.0,false
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,true
2.0,1.0,1.0,1.0,18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,0.0,0.0,0.0,0.0,7.0,7.0,11.0,7.0,1.0,false
34.0,3.0,1.0,3.0,67.0,311.14,0.09,11.54,26.97,3590.06,0.1,199.45,24.0,6.0,1.0,1.0,12.0,13.0,42.0,25.0,5.0,false
16.0,2.0,1.0,2.0,52.0,231.89,0.13,7.92,29.29,1835.8,0.08,101.99,14.0,0.0,0.0,0.0,10.0,12.0,33.0,19.0,3.0,false
25.0,3.0,3.0,3.0,48.0,217.13,0.11,8.71,24.93,1890.85,0.07,105.05,15.0,0.0,8.0,0.0,11.0,12.0,29.0,19.0,5.0,true
77.0,19.0,12.0,19.0,231.0,1245.63,0.03,29.25,42.59,36434.54,0.42,2024.14,61.0,7.0,7.0,0.0,18.0,24.0,153.0,78.0,37.0,true
33.0,1.0,1.0,1.0,65.0,325.0,0.17,5.83,55.71,1895.83,0.11,105.32,24.0,1.0,1.0,0.0,8.0,24.0,30.0,35.0,1.0,true
76.0,14.0,8.0,14.0,193.0,1047.27,0.06,18.07,57.94,18928.42,0.35,1051.58,69.0,0.0,5.0,0.0,16.0,27.0,132.0,61.0,27.0,false
12.0,3.0,3.0,3.0,25.0,95.18,0.17,6.0,15.86,571.1,0.03,31.73,9.0,0.0,1.0,0.0,8.0,6.0,16.0,9.0,5.0,false
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,1.0,true
179.0,13.0,4.0,12.0,361.0,2241.61,0.04,22.82,98.25,51144.16,0.75,2841.34,131.0,24.0,22.0,0.0,17.0,57.0,208.0,153.0,25.0,true
25.0,4.0,1.0,3.0,63.0,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,18.0,2.0,3.0,0.0,11.0,15.0,39.0,24.0,7.0,false
20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,false
15.0,3.0,1.0,3.0,43.0,185.84,0.08,13.0,14.3,2415.96,0.06,134.22,13.0,0.0,0.0,0.0,13.0,7.0,29.0,14.0,5.0,false
14.0,1.0,1.0,1.0,14.0,46.51,0.4,2.5,18.6,116.27,0.02,6.46,5.0,4.0,3.0,0.0,5.0,5.0,9.0,5.0,1.0,false
56.0,13.0,7.0,11.0,226.0,1300.6,0.04,25.51,50.98,33184.0,0.43,1843.56,41.0,2.0,11.0,0.0,19.0,35.0,132.0,94.0,25.0,true
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
15.0,2.0,1.0,2.0,28.0,106.61,0.15,6.67,15.99,710.71,0.04,39.48,10.0,0.0,2.0,0.0,8.0,6.0,18.0,10.0,3.0,false
35.0,3.0,1.0,3.0,105.0,546.99,0.08,12.78,42.79,6991.99,0.18,388.44,26.0,4.0,3.0,0.0,14.0,23.0,63.0,42.0,5.0,true
8.0,1.0,1.0,1.0,5.0,11.61,2.0,0.5,23.22,5.8,0.0,0.32,6.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1.0,false
49.0,5.0,1.0,5.0,110.0,550.0,0.07,14.78,37.22,8127.78,0.18,451.54,40.0,2.0,4.0,1.0,14.0,18.0,72.0,38.0,9.0,false
80.0,11.0,1.0,11.0,274.0,1637.77,0.03,28.71,57.05,47016.12,0.55,2612.01,66.0,2.0,10.0,0.0,22.0,41.0,167.0,107.0,21.0,true
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,false
6.0,1.0,1.0,1.0,13.0,39.0,0.24,4.17,9.36,162.5,0.01,9.03,3.0,0.0,0.0,0.0,5.0,3.0,8.0,5.0,1.0,false
7.0,2.0,1.0,2.0,18.0,59.79,0.29,3.5,17.08,209.28,0.02,11.63,5.0,0.0,0.0,0.0,7.0,3.0,15.0,3.0,3.0,true
25.0,4.0,1.0,4.0,57.0,232.99,0.07,13.5,17.26,3145.3,0.08,174.74,20.0,0.0,3.0,0.0,9.0,8.0,33.0,24.0,7.0,true
61.0,5.0,1.0,2.0,148.0,817.49,0.06,16.0,51.09,13079.79,0.27,726.66,39.0,10.0,7.0,0.0,16.0,30.0,88.0,60.0,9.0,true
24.0,2.0,1.0,2.0,70.0,336.51,0.11,8.74,38.52,2939.56,0.11,163.31,18.0,0.0,1.0,0.0,11.0,17.0,43.0,27.0,3.0,false
21.0,2.0,1.0,2.0,61.0,279.68,0.16,6.43,43.51,1797.96,0.09,99.89,15.0,0.0,0.0,0.0,10.0,14.0,43.0,18.0,3.0,true
16.0,2.0,1.0,2.0,29.0,113.3,0.15,6.86,16.52,776.91,0.04,43.16,10.0,0.0,2.0,0.0,8.0,7.0,17.0,12.0,3.0,true
34.0,5.0,1.0,5.0,99.0,490.47,0.05,18.75,26.16,9196.23,0.16,510.9,27.0,0.0,2.0,0.0,15.0,16.0,59.0,40.0,9.0,true
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
10.0,2.0,1.0,1.0,56.0,256.76,0.14,7.2,35.66,1848.66,0.09,102.7,8.0,0.0,0.0,0.0,9.0,15.0,32.0,24.0,3.0,false
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
5.0,2.0,1.0,1.0,17.0,68.0,0.22,4.5,15.11,306.0,0.02,17.0,3.0,0.0,0.0,0.0,9.0,7.0,10.0,7.0,3.0,false
162.0,17.0,12.0,16.0,334.0,2011.47,0.03,35.6,56.51,71598.78,0.67,3977.71,114.0,35.0,11.0,0.0,23.0,42.0,204.0,130.0,33.0,true
47.0,4.0,1.0,4.0,92.0,442.28,0.08,12.38,35.74,5473.17,0.15,304.07,38.0,2.0,5.0,0.0,12.0,16.0,59.0,33.0,7.0,true
15.0,3.0,1.0,1.0,43.0,204.46,0.1,9.69,21.1,1981.69,0.07,110.09,10.0,0.0,3.0,0.0,14.0,13.0,25.0,18.0,5.0,true
1.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,false
